Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,7501793,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.19923517,0.533205862,2500597.667,4330273.696,7500767,3,7501793,2500597.667,4330273.696,7500767,3,0,0.0,0.0,0,0,0,0,80,0,0.533205862,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,4,24,0,0,256,-1,3,20,1026.0,0.0,1026,1026,7500767.0,0.0,7500767,7500767,DDoS
80,2002951,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,14.97790011,2.496316685,500737.75,998811.6373,1998954,3,2002951,500737.75,998811.6373,1998954,3,0,0.0,0.0,0,0,0,0,100,0,2.496316685,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,720608,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,16143.31231,11.10173631,102944.0,272012.4237,719810,2,610,305.0,425.6782823,606,4,720606,180151.5,359772.4429,719810,4,0,0,72,112,4.163151117,6.938585195,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,248058,2,5,20,11601,20,0,10.0,14.14213562,7300,0,2320.2,3022.508098,46847.9146,28.2192068,41343.0,89667.26848,223305,16,24334,24334.0,0.0,24334,24334,248042,62010.5,108132.9705,223305,166,0,0,52,112,8.062630514,20.15657628,0,7300,1452.625,2579.543312,6654043.696,0,0,0,1,0,0,0,0,2,1660.142857,10.0,2320.2,52,2,20,5,11601,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,40775,3,5,26,11601,20,0,8.666666667,10.26320288,5755,0,2320.2,2411.235202,285150.2146,196.1986511,5825.0,15032.18699,39914,3,40004,20002.0,28282.85703,40001,3,40688,10172.0,19965.58815,40120,64,0,0,72,112,73.57449418,122.624157,0,5755,1291.888889,2096.202068,4394063.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,3351932,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,8.950062233,1.491677039,837983.0,1674642.065,3349946,3,3351932,837983.0,1674642.065,3349946,3,0,0.0,0.0,0,0,0,0,100,0,1.491677039,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,11546591,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.078535561,0.346422593,3848863.667,6665076.442,11500000,268,11500000,3848863.667,6665076.442,11500000,268,0,0.0,0.0,0,0,0,0,80,0,0.346422593,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,4,24,0,0,256,-1,3,20,1560.0,0.0,1560,1560,11500000.0,0.0,11500000,11500000,DDoS
80,106969,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,108751.1335,65.43951986,17828.16667,43041.62253,105685,23,1152,576.0,45.254834,608,544,106946,35648.66667,60655.6789,105685,87,0,0,72,92,28.04550851,37.39401135,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,876017,3,5,26,11607,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,13279.42266,9.132242867,125145.2857,330673.9015,875043,2,748,374.0,526.0874452,746,2,875971,218992.75,437366.9595,875043,3,0,0,72,112,3.424591075,5.707651792,0,10220,1292.555556,3378.299021,11400000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,883954,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,13160.18707,9.050244696,126279.1429,333656.6173,882941,4,786,393.0,550.1290758,782,4,883908,220977.0,441309.4672,882941,5,0,0,72,112,3.393841761,5.656402935,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,719590,3,7,26,11601,20,0,8.666666667,10.26320288,4380,0,1657.285714,1561.969346,16157.81209,13.89680235,79954.44444,231445.3271,696842,5,22037,11018.5,15575.44107,22032,5,719490,119915.0,282771.606,696842,49,0,0,72,152,4.169040704,9.727761642,0,4380,1057.0,1468.855269,2157535.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,3,26,7,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1340426,3,5,26,11607,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,8678.584271,5.968251884,191489.4286,506268.332,1339598,1,600,300.0,400.2224382,583,17,1340411,335102.75,669663.5606,1339598,1,0,0,72,112,2.238094457,3.730157428,0,10220,1292.555556,3378.299021,11400000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1138524,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,10217.61509,6.148311322,189754.0,464336.1057,1137576,13,665,332.5,417.9001077,628,37,1138511,379503.6667,656509.962,1137576,179,0,0,72,92,2.634990567,3.513320756,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,17735,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,655596.2785,507.4711023,2216.875,5953.440984,16948,2,16964,8482.0,11992.53101,16962,2,17721,3544.2,7563.911402,17073,46,0,0,72,132,169.1570341,338.3140682,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
22,404,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4950.49505,404.0,0.0,404,404,404,404.0,0.0,404,404,0,0.0,0.0,0,0,0,0,64,0,4950.49505,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,2,0,0,0,259,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
22,5808851,15,18,1496,2297,640,0,99.73333333,166.6851037,976,0,127.6111111,288.1713418,652.9690639,5.680985792,181526.5937,534015.4383,1978974,18,5808851,414917.9286,796605.2643,2032159,434,5707732,335748.9412,706064.5178,1978974,18,0,0,488,584,2.582266269,3.098719523,0,976,111.5588235,234.8360087,55147.95098,0,0,0,1,0,0,0,0,1,114.9393939,99.73333333,127.6111111,488,15,1496,18,2297,29200,257,10,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
22,5840763,18,19,1480,2297,640,0,82.22222222,155.7990997,976,0,120.8947368,281.5782691,646.6620885,6.334788794,162243.4167,504075.2867,1976459,37,5840763,343574.2941,733405.7283,2032024,615,5739761,318875.6111,686433.9535,1976459,37,0,0,584,616,3.081789143,3.252999651,0,976,99.39473684,224.4374998,50372.19132,0,0,0,1,0,0,0,0,1,102.0810811,82.22222222,120.8947368,584,18,1480,19,2297,29200,247,10,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
22,5797001,17,19,1480,2297,640,0,87.05882353,159.1950339,976,0,120.8947368,281.5782691,651.5437896,6.210107606,165628.6,511031.6261,1964335,17,5797001,362312.5625,748646.5763,2008036,247,5695942,316441.2222,687455.3386,1964335,17,0,0,552,616,2.932550814,3.277556792,0,976,102.0810811,226.9131477,51489.57658,0,0,0,1,0,0,0,0,1,104.9166667,87.05882353,120.8947368,552,17,1480,19,2297,29200,247,10,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
22,5776990,15,19,1480,2297,640,0,98.66666667,166.5424299,976,0,120.8947368,281.5782691,653.8006817,5.885417839,175060.303,523350.2299,1971363,55,5776990,412642.1429,789541.905,2016262,784,5675890,315327.2222,685287.4275,1971363,56,0,0,488,616,2.59650787,3.288909969,0,976,107.9142857,232.0999241,53870.37479,0,0,0,1,0,0,0,0,1,111.0882353,98.66666667,120.8947368,488,15,1480,19,2297,29200,247,10,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
80,1878,3,6,382,11595,382,0,127.3333333,220.5478028,4355,0,1932.5,2182.468304,6377529.286,4792.332268,234.75,229.1298758,577,15,975,487.5,265.1650429,675,300,1780,356.0,399.7880689,950,15,0,0,104,200,1597.444089,3194.888179,0,4355,1197.7,1886.332364,3558249.789,0,0,0,1,0,0,0,0,2,1330.777778,127.3333333,1932.5,104,3,382,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,1550,3,6,372,11595,372,0,124.0,214.7743001,5792,0,1932.5,2537.820147,7720645.161,5806.451613,193.75,262.9398356,658,3,669,334.5,402.3437585,619,50,1503,300.6,366.3137999,742,3,0,0,104,200,1935.483871,3870.967742,0,5792,1196.7,2119.419944,4491940.9,0,0,0,1,0,0,0,0,2,1329.666667,124.0,1932.5,104,3,372,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,497,4,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8048.289738,165.6666667,153.2068319,304,1,497,165.6666667,153.2068319,304,1,0,0.0,0.0,0,0,0,0,128,0,8048.289738,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,128,4,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,1893,3,7,348,11595,348,0,116.0,200.9178937,4344,0,1656.428571,1760.597234,6309033.281,5282.62018,210.3333333,237.8592021,769,3,967,483.5,584.777308,897,70,1765,294.1666667,351.9019276,956,3,0,0,104,232,1584.786054,3697.834126,0,4344,1085.727273,1579.834427,2495876.818,0,0,0,1,0,0,0,0,2,1194.3,116.0,1656.428571,104,3,348,7,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,1942,3,6,351,11595,351,0,117.0,202.6499445,5803,0,1932.5,2539.075088,6151390.319,4634.397528,242.75,457.0360255,1348,2,1455,727.5,939.7449122,1392,63,1898,379.6,625.9547108,1477,2,0,0,104,200,1544.799176,3089.598352,0,5803,1194.6,2121.17259,4499373.156,0,0,0,1,0,0,0,0,2,1327.333333,117.0,1932.5,104,3,351,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
